Indicator Name,Cancer Type,Year,Country Name,Region,Gender,Area,Numeric,Lower Confidence Limit,Upper Confidence Limit,Comment,Unnamed: 11
Percentage of CRD deaths occurring under 70 years,,2019,,Eastern Mediterranean Region,Males,,42.9749421,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,,Eastern Mediterranean Region,Females,,41.6316546,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,,European Region,Total,,20.0388689,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,,European Region,Males,,23.7338353,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,,European Region,Females,,15.3570427,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,,Global,Total,,28.2404393,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,,Global,Males,,30.7892194,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,,Global,Females,,24.9862543,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,,Region of the Americas,Total,,23.9429657,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,,Region of the Americas,Males,,26.1122304,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,,Region of the Americas,Females,,21.7672729,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,,South-East Asian Region,Total,,36.2853306,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,,South-East Asian Region,Males,,39.3807525,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,,South-East Asian Region,Females,,32.5174866,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,,Western Pacific Region,Total,,17.9498658,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,,Western Pacific Region,Males,,20.5123681,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,,Western Pacific Region,Females,,14.2828313,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Afghanistan,Eastern Mediterranean Region,Total,,58.6137375,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Afghanistan,Eastern Mediterranean Region,Males,,60.922281,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Afghanistan,Eastern Mediterranean Region,Females,,56.5405515,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Albania,European Region,Total,,9.4773867,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Albania,European Region,Males,,13.8013431,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Albania,European Region,Females,,3.9671869,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Algeria,African Region,Total,,25.8685377,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Algeria,African Region,Males,,25.0424299,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Algeria,African Region,Females,,27.0576726,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Angola,African Region,Total,,56.6235925,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Angola,African Region,Males,,59.6271017,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Angola,African Region,Females,,54.0375895,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Antigua and Barbuda,Region of the Americas,Total,,35.0613871,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Antigua and Barbuda,Region of the Americas,Males,,47.9508059,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Antigua and Barbuda,Region of the Americas,Females,,16.9842209,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Argentina,Region of the Americas,Total,,21.745228,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Argentina,Region of the Americas,Males,,26.4002668,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Argentina,Region of the Americas,Females,,17.3571786,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Armenia,European Region,Total,,23.7301462,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Armenia,European Region,Males,,32.457615,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Armenia,European Region,Females,,12.7974868,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Australia,Western Pacific Region,Total,,15.2777471,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Australia,Western Pacific Region,Males,,15.9294509,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Australia,Western Pacific Region,Females,,14.5610241,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Austria,European Region,Total,,16.686554,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Austria,European Region,Males,,18.1105826,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Austria,European Region,Females,,15.1331839,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Azerbaijan,European Region,Total,,40.741837,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Azerbaijan,European Region,Males,,49.2416068,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Azerbaijan,European Region,Females,,30.1886598,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Bahamas,Region of the Americas,Total,,49.2123691,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Bahamas,Region of the Americas,Males,,47.7825915,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Bahamas,Region of the Americas,Females,,51.585166,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Bahrain,Eastern Mediterranean Region,Total,,35.8048676,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Bahrain,Eastern Mediterranean Region,Males,,40.1297809,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Bahrain,Eastern Mediterranean Region,Females,,29.6001183,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Bangladesh,South-East Asian Region,Total,,31.6329559,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Bangladesh,South-East Asian Region,Males,,32.3587615,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Bangladesh,South-East Asian Region,Females,,30.5882911,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Barbados,Region of the Americas,Total,,17.2070069,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Barbados,Region of the Americas,Males,,19.5618837,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Barbados,Region of the Americas,Females,,14.0508685,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Belarus,European Region,Total,,32.5505154,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Belarus,European Region,Males,,42.3992974,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Belarus,European Region,Females,,16.378904,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Belgium,European Region,Total,,16.8066161,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Belgium,European Region,Males,,18.0108893,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Belgium,European Region,Females,,15.3067438,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Belize,Region of the Americas,Total,,44.9607824,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Belize,Region of the Americas,Males,,42.9817843,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Belize,Region of the Americas,Females,,49.7834532,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Benin,African Region,Total,,57.7702002,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Benin,African Region,Males,,60.5772486,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Benin,African Region,Females,,54.44998,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Bhutan,South-East Asian Region,Total,,20.2253281,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Bhutan,South-East Asian Region,Males,,20.5677278,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Bhutan,South-East Asian Region,Females,,19.8767589,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Bolivia (Plurinational State of),Region of the Americas,Total,,17.5805219,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Bolivia (Plurinational State of),Region of the Americas,Males,,18.4050655,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Bolivia (Plurinational State of),Region of the Americas,Females,,16.8041962,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Bosnia and Herzegovina,European Region,Total,,24.0105949,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Bosnia and Herzegovina,European Region,Males,,27.06564,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Bosnia and Herzegovina,European Region,Females,,18.9839111,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Botswana,African Region,Total,,50.41936,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Botswana,African Region,Males,,51.0397807,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Botswana,African Region,Females,,49.5116251,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Brazil,Region of the Americas,Total,,29.3641244,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Brazil,Region of the Americas,Males,,32.347532,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Brazil,Region of the Americas,Females,,26.0336741,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Brunei Darussalam,Western Pacific Region,Total,,26.116205,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Brunei Darussalam,Western Pacific Region,Males,,28.5398772,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Brunei Darussalam,Western Pacific Region,Females,,23.5714122,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Bulgaria,European Region,Total,,28.1232229,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Bulgaria,European Region,Males,,33.1865115,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Bulgaria,European Region,Females,,20.533334,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Burkina Faso,African Region,Total,,65.4742061,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Burkina Faso,African Region,Males,,66.4679442,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Burkina Faso,African Region,Females,,64.4908061,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Burundi,African Region,Total,,64.0367763,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Burundi,African Region,Males,,63.4924269,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Burundi,African Region,Females,,64.6690086,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Cabo Verde,African Region,Total,,39.3448603,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Cabo Verde,African Region,Males,,48.9515553,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Cabo Verde,African Region,Females,,29.3903685,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Cambodia,Western Pacific Region,Total,,43.5427481,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Cambodia,Western Pacific Region,Males,,44.6397075,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Cambodia,Western Pacific Region,Females,,41.7448559,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Cameroon,African Region,Total,,62.9720714,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Cameroon,African Region,Males,,64.0803112,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Cameroon,African Region,Females,,61.5598891,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Canada,Region of the Americas,Total,,17.4868074,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Canada,Region of the Americas,Males,,18.6457576,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Canada,Region of the Americas,Females,,16.2803231,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Central African Republic,African Region,Total,,60.3589767,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Central African Republic,African Region,Males,,65.868047,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Central African Republic,African Region,Females,,55.1293728,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Chad,African Region,Total,,61.2101552,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Chad,African Region,Males,,61.5779898,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Chad,African Region,Females,,60.7627912,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Chile,Region of the Americas,Total,,18.2364057,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Chile,Region of the Americas,Males,,22.4431694,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Chile,Region of the Americas,Females,,14.1454299,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,China,Western Pacific Region,Total,,17.7595653,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,China,Western Pacific Region,Males,,20.2374721,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,China,Western Pacific Region,Females,,14.2226939,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Colombia,Region of the Americas,Total,,14.4024157,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Colombia,Region of the Americas,Males,,17.1197382,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Colombia,Region of the Americas,Females,,11.7604841,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Comoros,African Region,Total,,57.076584,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Comoros,African Region,Males,,55.4665792,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Comoros,African Region,Females,,59.183118,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Congo,African Region,Total,,53.711518,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Congo,African Region,Males,,57.319067,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Congo,African Region,Females,,50.6041068,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Costa Rica,Region of the Americas,Total,,18.4638357,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Costa Rica,Region of the Americas,Males,,20.570486,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Costa Rica,Region of the Americas,Females,,16.1124057,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Côte d'Ivoire,African Region,Total,,62.6086267,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Côte d'Ivoire,African Region,Males,,63.162567,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Côte d'Ivoire,African Region,Females,,61.509571,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Croatia,European Region,Total,,15.1895342,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Croatia,European Region,Males,,19.3433004,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Croatia,European Region,Females,,9.6198675,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Cuba,Region of the Americas,Total,,26.2685383,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Cuba,Region of the Americas,Males,,24.2760583,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Cuba,Region of the Americas,Females,,28.6211989,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Cyprus,European Region,Total,,8.8833457,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Cyprus,European Region,Males,,10.866111,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Cyprus,European Region,Females,,6.4791218,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Czechia,European Region,Total,,26.1976677,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Czechia,European Region,Males,,30.1480749,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Czechia,European Region,Females,,20.6416229,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Democratic People's Republic of Korea,South-East Asian Region,Total,,25.9569273,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Democratic People's Republic of Korea,South-East Asian Region,Males,,35.4241723,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Democratic People's Republic of Korea,South-East Asian Region,Females,,17.4687387,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Democratic Republic of the Congo,African Region,Total,,49.410712,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Democratic Republic of the Congo,African Region,Males,,52.41028,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Democratic Republic of the Congo,African Region,Females,,46.7542174,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Denmark,European Region,Total,,15.8554143,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Denmark,European Region,Males,,17.9895026,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Denmark,European Region,Females,,13.8928385,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Djibouti,Eastern Mediterranean Region,Total,,51.3736068,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Djibouti,Eastern Mediterranean Region,Males,,48.4097138,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Djibouti,Eastern Mediterranean Region,Females,,55.6178977,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Dominican Republic,Region of the Americas,Total,,33.8928647,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Dominican Republic,Region of the Americas,Males,,35.672067,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Dominican Republic,Region of the Americas,Females,,31.7770139,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Ecuador,Region of the Americas,Total,,15.6247805,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Ecuador,Region of the Americas,Males,,16.0266037,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Ecuador,Region of the Americas,Females,,15.1161944,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Egypt,Eastern Mediterranean Region,Total,,52.234284,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Egypt,Eastern Mediterranean Region,Males,,56.792165,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Egypt,Eastern Mediterranean Region,Females,,45.5618353,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,El Salvador,Region of the Americas,Total,,19.6323774,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,El Salvador,Region of the Americas,Males,,22.5161843,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,El Salvador,Region of the Americas,Females,,16.6256126,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Equatorial Guinea,African Region,Total,,55.9175613,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Equatorial Guinea,African Region,Males,,51.7390373,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Equatorial Guinea,African Region,Females,,59.9534891,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Eritrea,African Region,Total,,48.2006684,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Eritrea,African Region,Males,,48.7578051,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Eritrea,African Region,Females,,47.4482005,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Estonia,European Region,Total,,22.8256686,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Estonia,European Region,Males,,27.5289598,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Estonia,European Region,Females,,13.152311,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Eswatini,African Region,Total,,52.4425721,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Eswatini,African Region,Males,,60.7685597,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Eswatini,African Region,Females,,35.1849553,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Ethiopia,African Region,Total,,41.6506792,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Ethiopia,African Region,Males,,39.6859944,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Ethiopia,African Region,Females,,44.3136839,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Fiji,Western Pacific Region,Total,,52.2041264,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Fiji,Western Pacific Region,Males,,52.280087,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Fiji,Western Pacific Region,Females,,52.0706081,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Finland,European Region,Total,,17.9258545,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Finland,European Region,Males,,18.7092514,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Finland,European Region,Females,,16.6077316,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,France,European Region,Total,,13.1411705,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,France,European Region,Males,,16.9171608,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,France,European Region,Females,,9.1598382,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Gabon,African Region,Total,,41.9814748,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Gabon,African Region,Males,,47.5206108,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Gabon,African Region,Females,,34.7900161,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Gambia,African Region,Total,,56.1434991,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Gambia,African Region,Males,,53.8746759,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Gambia,African Region,Females,,58.9584446,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Georgia,European Region,Total,,31.8054728,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Georgia,European Region,Males,,39.7062921,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Georgia,European Region,Females,,20.5003893,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Germany,European Region,Total,,21.4498168,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Germany,European Region,Males,,21.5903703,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Germany,European Region,Females,,21.2485162,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Ghana,African Region,Total,,61.4803987,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Ghana,African Region,Males,,62.5284611,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Ghana,African Region,Females,,58.2609188,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Greece,European Region,Total,,7.4805554,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Greece,European Region,Males,,9.9034414,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Greece,European Region,Females,,5.0431557,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Grenada,Region of the Americas,Total,,33.0818487,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Grenada,Region of the Americas,Males,,39.9711364,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Grenada,Region of the Americas,Females,,24.4042647,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Guatemala,Region of the Americas,Total,,31.7117491,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Guatemala,Region of the Americas,Males,,31.5235474,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Guatemala,Region of the Americas,Females,,31.9004043,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Guinea,African Region,Total,,62.9607249,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Guinea,African Region,Males,,63.0653043,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Guinea,African Region,Females,,62.8664887,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Guinea-Bissau,African Region,Total,,63.6975243,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Guinea-Bissau,African Region,Males,,67.1470826,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Guinea-Bissau,African Region,Females,,59.4772092,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Guyana,Region of the Americas,Total,,42.3568869,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Guyana,Region of the Americas,Males,,45.6324007,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Guyana,Region of the Americas,Females,,36.5959814,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Haiti,Region of the Americas,Total,,54.4141365,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Haiti,Region of the Americas,Males,,51.3069295,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Haiti,Region of the Americas,Females,,58.0878812,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Honduras,Region of the Americas,Total,,30.3023093,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Honduras,Region of the Americas,Males,,27.5111353,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Honduras,Region of the Americas,Females,,32.5885932,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Hungary,European Region,Total,,36.6851287,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Hungary,European Region,Males,,41.90223,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Hungary,European Region,Females,,30.7765898,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Iceland,European Region,Total,,11.8685865,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Iceland,European Region,Males,,14.2282823,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Iceland,European Region,Females,,10.0963384,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,India,South-East Asian Region,Total,,36.9015478,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,India,South-East Asian Region,Males,,40.192517,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,India,South-East Asian Region,Females,,33.058619,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Indonesia,South-East Asian Region,Total,,40.5543471,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Indonesia,South-East Asian Region,Males,,42.7582415,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Indonesia,South-East Asian Region,Females,,36.5855498,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Iran (Islamic Republic of),Eastern Mediterranean Region,Total,,36.709239,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Iran (Islamic Republic of),Eastern Mediterranean Region,Males,,37.637662,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Iran (Islamic Republic of),Eastern Mediterranean Region,Females,,35.1629172,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Iraq,Eastern Mediterranean Region,Total,,50.2191005,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Iraq,Eastern Mediterranean Region,Males,,48.4581136,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Iraq,Eastern Mediterranean Region,Females,,52.6082228,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Ireland,European Region,Total,,12.586065,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Ireland,European Region,Males,,12.874093,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Ireland,European Region,Females,,12.2419463,no data,no data,,
Percentage of CRD deaths occurring under 70 years,,2019,Israel,European Region,Total,,16.5493809,no data,no data,,
