Indicator Name,Cancer Type,Year,Country Name,Region,Gender,Area,Numeric,Lower Confidence Limit,Upper Confidence Limit,Comment,Unnamed: 11
CVD age-standardized death rate,,2019,Tunisia,Eastern Mediterranean Region,Females,,235.1,no data,no data,,
CVD age-standardized death rate,,2019,Türkiye,European Region,Total,,173.4759,no data,no data,,
CVD age-standardized death rate,,2019,Türkiye,European Region,Males,,182.8661,no data,no data,,
CVD age-standardized death rate,,2019,Türkiye,European Region,Females,,162.4,no data,no data,,
CVD age-standardized death rate,,2019,Turkmenistan,European Region,Total,,441.4701,no data,no data,,
CVD age-standardized death rate,,2019,Turkmenistan,European Region,Males,,525.3465,no data,no data,,
CVD age-standardized death rate,,2019,Turkmenistan,European Region,Females,,376.7,no data,no data,,
CVD age-standardized death rate,,2019,Uganda,African Region,Total,,232.9606,no data,no data,,
CVD age-standardized death rate,,2019,Uganda,African Region,Males,,264.5038,no data,no data,,
CVD age-standardized death rate,,2019,Uganda,African Region,Females,,206.3,no data,no data,,
CVD age-standardized death rate,,2019,Ukraine,European Region,Total,,427.0659,no data,no data,,
CVD age-standardized death rate,,2019,Ukraine,European Region,Males,,579.4959,no data,no data,,
CVD age-standardized death rate,,2019,Ukraine,European Region,Females,,324.8,no data,no data,,
CVD age-standardized death rate,,2019,United Arab Emirates,Eastern Mediterranean Region,Total,,267.638,no data,no data,,
CVD age-standardized death rate,,2019,United Arab Emirates,Eastern Mediterranean Region,Males,,299.3962,no data,no data,,
CVD age-standardized death rate,,2019,United Arab Emirates,Eastern Mediterranean Region,Females,,195.2,no data,no data,,
CVD age-standardized death rate,,2019,United Kingdom of Great Britain and Northern Ireland,European Region,Total,,84.89815,no data,no data,,
CVD age-standardized death rate,,2019,United Kingdom of Great Britain and Northern Ireland,European Region,Males,,107.503,no data,no data,,
CVD age-standardized death rate,,2019,United Kingdom of Great Britain and Northern Ireland,European Region,Females,,64.7,no data,no data,,
CVD age-standardized death rate,,2019,United Republic of Tanzania,African Region,Total,,218.6207,no data,no data,,
CVD age-standardized death rate,,2019,United Republic of Tanzania,African Region,Males,,233.4955,no data,no data,,
CVD age-standardized death rate,,2019,United Republic of Tanzania,African Region,Females,,204.5,no data,no data,,
CVD age-standardized death rate,,2019,United States of America,Region of the Americas,Total,,128.0806,no data,no data,,
CVD age-standardized death rate,,2019,United States of America,Region of the Americas,Males,,157.9974,no data,no data,,
CVD age-standardized death rate,,2019,United States of America,Region of the Americas,Females,,101.6,no data,no data,,
CVD age-standardized death rate,,2019,Uruguay,Region of the Americas,Total,,130.9091,no data,no data,,
CVD age-standardized death rate,,2019,Uruguay,Region of the Americas,Males,,177.8739,no data,no data,,
CVD age-standardized death rate,,2019,Uruguay,Region of the Americas,Females,,98.0,no data,no data,,
CVD age-standardized death rate,,2019,Uzbekistan,European Region,Total,,484.8005,no data,no data,,
CVD age-standardized death rate,,2019,Uzbekistan,European Region,Males,,570.5311,no data,no data,,
CVD age-standardized death rate,,2019,Uzbekistan,European Region,Females,,415.5,no data,no data,,
CVD age-standardized death rate,,2019,Vanuatu,Western Pacific Region,Total,,559.5386,no data,no data,,
CVD age-standardized death rate,,2019,Vanuatu,Western Pacific Region,Males,,645.0123,no data,no data,,
CVD age-standardized death rate,,2019,Vanuatu,Western Pacific Region,Females,,470.9,no data,no data,,
CVD age-standardized death rate,,2019,Venezuela (Bolivarian Republic of),Region of the Americas,Total,,174.0079,no data,no data,,
CVD age-standardized death rate,,2019,Venezuela (Bolivarian Republic of),Region of the Americas,Males,,216.9862,no data,no data,,
CVD age-standardized death rate,,2019,Venezuela (Bolivarian Republic of),Region of the Americas,Females,,139.8,no data,no data,,
CVD age-standardized death rate,,2019,Viet Nam,Western Pacific Region,Total,,276.0945,no data,no data,,
CVD age-standardized death rate,,2019,Viet Nam,Western Pacific Region,Males,,389.5833,no data,no data,,
CVD age-standardized death rate,,2019,Viet Nam,Western Pacific Region,Females,,195.5,no data,no data,,
CVD age-standardized death rate,,2019,Yemen,Eastern Mediterranean Region,Total,,483.862,no data,no data,,
CVD age-standardized death rate,,2019,Yemen,Eastern Mediterranean Region,Males,,533.9064,no data,no data,,
CVD age-standardized death rate,,2019,Yemen,Eastern Mediterranean Region,Females,,440.6,no data,no data,,
CVD age-standardized death rate,,2019,Zambia,African Region,Total,,326.3703,no data,no data,,
CVD age-standardized death rate,,2019,Zambia,African Region,Males,,383.6804,no data,no data,,
CVD age-standardized death rate,,2019,Zambia,African Region,Females,,277.9,no data,no data,,
CVD age-standardized death rate,,2019,Zimbabwe,African Region,Total,,306.3695,no data,no data,,
CVD age-standardized death rate,,2019,Zimbabwe,African Region,Males,,331.4306,no data,no data,,
CVD age-standardized death rate,,2019,Zimbabwe,African Region,Females,,286.0,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,,African Region,Total,,50.465139,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,,African Region,Males,,57.6516858,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,,African Region,Females,,43.5692086,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,,Eastern Mediterranean Region,Total,,50.1627346,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,,Eastern Mediterranean Region,Males,,55.2245298,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,,Eastern Mediterranean Region,Females,,44.2764335,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,,European Region,Total,,23.7845676,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,,European Region,Males,,35.833521,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,,European Region,Females,,13.4743214,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,,Global,Total,,35.8472379,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,,Global,Males,,43.5838233,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,,Global,Females,,27.4016514,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,,Region of the Americas,Total,,30.0328494,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,,Region of the Americas,Males,,37.0355842,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,,Region of the Americas,Females,,22.6005713,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,,South-East Asian Region,Total,,49.720583,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,,South-East Asian Region,Males,,55.5949545,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,,South-East Asian Region,Females,,42.6346231,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,,Western Pacific Region,Total,,29.791949,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,,Western Pacific Region,Males,,36.3252304,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,,Western Pacific Region,Females,,21.7447233,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Afghanistan,Eastern Mediterranean Region,Total,,61.1999141,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Afghanistan,Eastern Mediterranean Region,Males,,65.9159635,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Afghanistan,Eastern Mediterranean Region,Females,,56.9467348,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Albania,European Region,Total,,9.6510586,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Albania,European Region,Males,,17.9237311,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Albania,European Region,Females,,3.5263345,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Algeria,African Region,Total,,26.1617164,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Algeria,African Region,Males,,29.2949693,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Algeria,African Region,Females,,22.9184159,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Angola,African Region,Total,,56.0312793,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Angola,African Region,Males,,65.1881101,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Angola,African Region,Females,,46.101318,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Antigua and Barbuda,Region of the Americas,Total,,38.1919592,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Antigua and Barbuda,Region of the Americas,Males,,41.3613423,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Antigua and Barbuda,Region of the Americas,Females,,35.1132079,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Argentina,Region of the Americas,Total,,25.8793571,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Argentina,Region of the Americas,Males,,35.3329278,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Argentina,Region of the Americas,Females,,16.4868086,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Armenia,European Region,Total,,29.0793825,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Armenia,European Region,Males,,41.9376073,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Armenia,European Region,Females,,17.2800268,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Australia,Western Pacific Region,Total,,15.4681416,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Australia,Western Pacific Region,Males,,21.9211118,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Australia,Western Pacific Region,Females,,8.9429275,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Austria,European Region,Total,,11.1066082,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Austria,European Region,Males,,18.0904486,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Austria,European Region,Females,,5.4326945,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Azerbaijan,European Region,Total,,38.104704,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Azerbaijan,European Region,Males,,50.3857135,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Azerbaijan,European Region,Females,,26.2111693,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Bahamas,Region of the Americas,Total,,50.6144692,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Bahamas,Region of the Americas,Males,,58.6889755,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Bahamas,Region of the Americas,Females,,40.8942433,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Bahrain,Eastern Mediterranean Region,Total,,50.9416112,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Bahrain,Eastern Mediterranean Region,Males,,62.5751153,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Bahrain,Eastern Mediterranean Region,Females,,31.1835515,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Bangladesh,South-East Asian Region,Total,,39.047619,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Bangladesh,South-East Asian Region,Males,,45.1423921,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Bangladesh,South-East Asian Region,Females,,32.2380237,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Barbados,Region of the Americas,Total,,22.2274024,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Barbados,Region of the Americas,Males,,28.7262437,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Barbados,Region of the Americas,Females,,16.7597754,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Belarus,European Region,Total,,28.6967091,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Belarus,European Region,Males,,46.1800997,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Belarus,European Region,Females,,14.360149,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Belgium,European Region,Total,,13.1382828,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Belgium,European Region,Males,,19.9598617,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Belgium,European Region,Females,,7.4557975,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Belize,Region of the Americas,Total,,42.2843747,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Belize,Region of the Americas,Males,,45.5574287,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Belize,Region of the Americas,Females,,37.9912083,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Benin,African Region,Total,,51.0104508,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Benin,African Region,Males,,60.1722506,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Benin,African Region,Females,,42.4690791,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Bhutan,South-East Asian Region,Total,,31.7079678,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Bhutan,South-East Asian Region,Males,,33.4663378,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Bhutan,South-East Asian Region,Females,,29.2135829,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Bolivia (Plurinational State of),Region of the Americas,Total,,26.8643997,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Bolivia (Plurinational State of),Region of the Americas,Males,,30.1672107,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Bolivia (Plurinational State of),Region of the Americas,Females,,24.0157573,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Bosnia and Herzegovina,European Region,Total,,21.2997163,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Bosnia and Herzegovina,European Region,Males,,30.1838046,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Bosnia and Herzegovina,European Region,Females,,13.8143898,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Botswana,African Region,Total,,52.4301001,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Botswana,African Region,Males,,60.1694098,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Botswana,African Region,Females,,45.1906001,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Brazil,Region of the Americas,Total,,39.4864265,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Brazil,Region of the Americas,Males,,46.4691211,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Brazil,Region of the Americas,Females,,31.6032053,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Brunei Darussalam,Western Pacific Region,Total,,52.5461314,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Brunei Darussalam,Western Pacific Region,Males,,59.9472061,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Brunei Darussalam,Western Pacific Region,Females,,41.6897426,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Bulgaria,European Region,Total,,22.7938703,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Bulgaria,European Region,Males,,32.7265128,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Bulgaria,European Region,Females,,13.5557248,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Burkina Faso,African Region,Total,,58.2595852,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Burkina Faso,African Region,Males,,65.798227,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Burkina Faso,African Region,Females,,50.7167907,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Burundi,African Region,Total,,59.3418134,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Burundi,African Region,Males,,67.9731777,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Burundi,African Region,Females,,50.4531096,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Cabo Verde,African Region,Total,,35.0964412,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Cabo Verde,African Region,Males,,46.604151,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Cabo Verde,African Region,Females,,24.6435622,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Cambodia,Western Pacific Region,Total,,51.2165616,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Cambodia,Western Pacific Region,Males,,56.8895214,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Cambodia,Western Pacific Region,Females,,45.6618121,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Cameroon,African Region,Total,,58.7886721,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Cameroon,African Region,Males,,64.0059421,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Cameroon,African Region,Females,,53.1709296,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Canada,Region of the Americas,Total,,20.4181993,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Canada,Region of the Americas,Males,,27.934088,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Canada,Region of the Americas,Females,,12.4029433,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Central African Republic,African Region,Total,,61.8632683,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Central African Republic,African Region,Males,,71.8867068,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Central African Republic,African Region,Females,,52.5539143,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Chad,African Region,Total,,55.9357117,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Chad,African Region,Males,,60.4326843,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Chad,African Region,Females,,51.642676,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Chile,Region of the Americas,Total,,24.4064613,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Chile,Region of the Americas,Males,,32.5120203,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Chile,Region of the Americas,Females,,16.1051012,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,China,Western Pacific Region,Total,,29.7142245,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,China,Western Pacific Region,Males,,35.1512579,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,China,Western Pacific Region,Females,,22.677316,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Colombia,Region of the Americas,Total,,24.4728922,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Colombia,Region of the Americas,Males,,27.7365224,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Colombia,Region of the Americas,Females,,21.1742457,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Comoros,African Region,Total,,53.8350035,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Comoros,African Region,Males,,61.4071498,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Comoros,African Region,Females,,47.0796869,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Congo,African Region,Total,,55.3084704,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Congo,African Region,Males,,64.3872729,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Congo,African Region,Females,,48.5108448,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Costa Rica,Region of the Americas,Total,,28.0474619,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Costa Rica,Region of the Americas,Males,,34.4386296,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Costa Rica,Region of the Americas,Females,,20.4240934,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Côte d'Ivoire,African Region,Total,,58.6966355,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Côte d'Ivoire,African Region,Males,,62.9045226,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Côte d'Ivoire,African Region,Females,,52.1764901,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Croatia,European Region,Total,,16.8616726,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Croatia,European Region,Males,,28.1475224,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Croatia,European Region,Females,,8.054475,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Cuba,Region of the Americas,Total,,27.4509751,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Cuba,Region of the Americas,Males,,33.6270737,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Cuba,Region of the Americas,Females,,20.5606993,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Cyprus,European Region,Total,,19.0298292,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Cyprus,European Region,Males,,28.200549,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Cyprus,European Region,Females,,9.0898742,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Czechia,European Region,Total,,17.0502633,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Czechia,European Region,Males,,26.5020471,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Czechia,European Region,Females,,8.6341362,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Democratic People's Republic of Korea,South-East Asian Region,Total,,39.7680935,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Democratic People's Republic of Korea,South-East Asian Region,Males,,52.2748242,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Democratic People's Republic of Korea,South-East Asian Region,Females,,29.3062128,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Democratic Republic of the Congo,African Region,Total,,50.1463705,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Democratic Republic of the Congo,African Region,Males,,58.5284432,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Democratic Republic of the Congo,African Region,Females,,42.3019101,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Denmark,European Region,Total,,15.2891601,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Denmark,European Region,Males,,20.8935407,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Denmark,European Region,Females,,9.33452,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Djibouti,Eastern Mediterranean Region,Total,,50.7164221,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Djibouti,Eastern Mediterranean Region,Males,,55.9677375,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Djibouti,Eastern Mediterranean Region,Females,,44.8518775,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Dominican Republic,Region of the Americas,Total,,36.0652526,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Dominican Republic,Region of the Americas,Males,,42.3522856,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Dominican Republic,Region of the Americas,Females,,28.8837022,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Ecuador,Region of the Americas,Total,,30.5967089,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Ecuador,Region of the Americas,Males,,35.5435916,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Ecuador,Region of the Americas,Females,,25.2000186,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Egypt,Eastern Mediterranean Region,Total,,51.3490339,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Egypt,Eastern Mediterranean Region,Males,,58.9311443,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Egypt,Eastern Mediterranean Region,Females,,42.5670787,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,El Salvador,Region of the Americas,Total,,24.4596956,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,El Salvador,Region of the Americas,Males,,29.2872212,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,El Salvador,Region of the Americas,Females,,19.5147949,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Equatorial Guinea,African Region,Total,,55.8453577,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Equatorial Guinea,African Region,Males,,57.8544107,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Equatorial Guinea,African Region,Females,,54.2298621,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Eritrea,African Region,Total,,46.960995,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Eritrea,African Region,Males,,55.5940801,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Eritrea,African Region,Females,,38.3640854,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Estonia,European Region,Total,,16.2194707,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Estonia,European Region,Males,,31.4997864,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Estonia,European Region,Females,,6.2703278,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Eswatini,African Region,Total,,50.6711999,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Eswatini,African Region,Males,,69.0004925,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Eswatini,African Region,Females,,29.1351458,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Ethiopia,African Region,Total,,39.9813148,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Ethiopia,African Region,Males,,47.0006811,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Ethiopia,African Region,Females,,33.2791523,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Fiji,Western Pacific Region,Total,,61.3336285,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Fiji,Western Pacific Region,Males,,67.2212314,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Fiji,Western Pacific Region,Females,,52.2279296,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Finland,European Region,Total,,15.4240768,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Finland,European Region,Males,,23.1509713,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Finland,European Region,Females,,7.4766036,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,France,European Region,Total,,12.9121697,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,France,European Region,Males,,21.0469859,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,France,European Region,Females,,6.0927958,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Gabon,African Region,Total,,43.7644448,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Gabon,African Region,Males,,55.0928945,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Gabon,African Region,Females,,30.7601955,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Gambia,African Region,Total,,52.8603212,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Gambia,African Region,Males,,53.9382158,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Gambia,African Region,Females,,51.8152886,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Georgia,European Region,Total,,25.5400244,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Georgia,European Region,Males,,38.0267958,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Georgia,European Region,Females,,13.8739864,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Germany,European Region,Total,,15.4820574,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Germany,European Region,Males,,20.5336982,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Germany,European Region,Females,,9.1715735,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Ghana,African Region,Total,,56.8204089,no data,no data,,
Percentage of CVD deaths occurring under 70 years,,2019,Ghana,African Region,Males,,62.6084314,no data,no data,,
